Agro_ecology,Site,Month,Year,TempMaxi,TempMini,RHMaxi,RHMini,Rainfall,Attractant,Trap,B_dorsa
SGS,Akofodjoule,October,2008,33,22.7,94,56.5,121.8,ME,1,130
SGS,Akofodjoule,October,2008,33,22.7,94,56.5,121.8,ME,2,80
SGS,Akofodjoule,September,2005,30.6,22.3,97,67,136.5,ME,1,497
FSM,Ketou,July,2008,29.8,22.6,96.5,67.1,0,ME,1,7758
FSM,Ketou,July,2008,29.8,22.6,96.5,67.1,0,ME,2,5867
FSM,Lalo,July,2008,29.8,22.6,96.5,67.1,0,ME,1,1136
FSM,Lalo,July,2008,29.8,22.6,96.5,67.1,0,ME,2,1623
NGS,Natitingou,August,2008,29.4,21.3,96.1,70.8,323.3,ME,1,9587
NGS,Natitingou,August,2008,29.4,21.3,96.1,70.8,323.3,ME,2,5175
NGS,Natitingou,August,2008,29.4,21.3,96.1,70.8,323.3,ME,3,6520
NGS,Papatia,August,2008,29.4,21.3,96.1,70.8,323.3,ME,1,2309
NGS,Papatia,August,2008,29.4,21.3,96.1,70.8,323.3,ME,2,1962
FSM,Iloulofin,July,2010,30.4,22.8,96,65,216.5,ME,1,3754
FSM,Iloulofin,July,2010,30.4,22.8,96,65,216.5,ME,2,2861
FSM,Iloulofin,July,2010,30.4,22.8,96,65,216.5,ME,3,3265
FSM,Ketou,May,2007,32.6,24.1,96,61,131.1,ME,1,24471
FSM,Ketou,June,2007,30.8,23,96,65,102.5,ME,1,12508
FSM,Ketou,July,2007,29.9,22.6,96,68,276.4,ME,1,6809
FSM,Ketou,August,2007,29.1,22.4,96,71,177.3,ME,1,2794
FSM,Ketou,September,2007,30.5,22.7,96,66,138.1,ME,1,1658
FSM,Ketou,October,2007,31.5,23,96,62,130.2,ME,1,1374
FSM,Ketou,November,2007,33.5,23.8,96,55,15,ME,1,203
FSM,Ketou,May,2009,32.9,23.9,96,60,45,ME,1,14128
FSM,Ketou,June,2009,31.5,23.3,96,64,238,ME,1,12541
FSM,Ketou,September,2009,30.3,22.7,96,66,88.5,ME,1,1224
FSM,Ketou,October,2009,32.4,23.1,96,58,62.9,ME,1,342
FSM,Ketou,July,2010,30.4,22.8,96,65,216.5,ME,1,1259
FSM,Ketou,May,2007,32.6,24.1,96,61,131.1,ME,2,18352
FSM,Ketou,June,2007,30.8,23,96,65,102.5,ME,2,7424
FSM,Ketou,July,2007,29.9,22.6,96,68,276.4,ME,2,3871
FSM,Ketou,August,2007,29.1,22.4,96,71,177.3,ME,2,1082
FSM,Ketou,September,2007,30.5,22.7,96,66,138.1,ME,2,1442
FSM,Ketou,October,2007,31.5,23,96,62,130.2,ME,2,506
FSM,Ketou,November,2007,33.5,23.8,96,55,15,ME,2,144
FSM,Ketou,May,2009,32.9,23.9,96,60,45,ME,2,13655
FSM,Ketou,June,2009,31.5,23.3,96,64,238,ME,2,8394
FSM,Ketou,September,2009,30.3,22.7,96,66,88.5,ME,2,1193
FSM,Ketou,October,2009,32.4,23.1,96,58,62.9,ME,2,349
FSM,Ketou,July,2010,30.4,22.8,96,65,216.5,ME,2,3198
FSM,Ketou,May,2009,32.9,23.9,96,60,45,ME,3,16930
FSM,Ketou,June,2009,31.5,23.3,96,64,238,ME,3,8263
FSM,Ketou,September,2009,30.3,22.7,96,66,88.5,ME,3,708
FSM,Ketou,October,2009,32.4,23.1,96,58,62.9,ME,3,450
FSM,Ketou,July,2010,30.4,22.8,96,65,216.5,ME,3,3944
FSM,Lalo,May,2007,32.6,24.1,96,61,103.8,ME,1,6206
FSM,Lalo,June,2007,30.8,23,96,65,150,ME,1,3051
FSM,Lalo,July,2007,29.9,22.6,96,68,165.1,ME,1,1053
FSM,Lalo,August,2007,29.1,22.4,96,71,78.4,ME,1,2329
FSM,Lalo,September,2007,30.5,22.7,96,66,192.6,ME,1,1265
FSM,Lalo,October,2007,31.5,23,96,62,166.8,ME,1,584
FSM,Lalo,November,2007,33.5,23.8,96,55,66.6,ME,1,271
FSM,Lalo,May,2009,32.9,23.9,96,60,160.1,ME,1,1551
FSM,Lalo,June,2009,31.5,23.3,96,64,0,ME,1,6756
FSM,Lalo,September,2009,30.3,22.7,96,66,66.6,ME,1,912
FSM,Lalo,October,2009,32.4,23.1,96,58,80.6,ME,1,643
FSM,Lalo,May,2010,32.9,23.9,96,60,79.9,ME,1,14370
FSM,Lalo,June,2010,31.5,23.3,96,64,35.5,ME,1,10148
FSM,Lalo,May,2007,32.6,24.1,96,61,103.8,ME,2,3811
FSM,Lalo,June,2007,30.8,23,96,65,150,ME,2,3254
FSM,Lalo,July,2007,29.9,22.6,96,68,165.1,ME,2,947
FSM,Lalo,August,2007,29.1,22.4,96,71,78.4,ME,2,1295
FSM,Lalo,September,2007,30.5,22.7,96,66,192.6,ME,2,1353
FSM,Lalo,October,2007,31.5,23,96,62,166.8,ME,2,522
FSM,Lalo,November,2007,33.5,23.8,96,55,66.6,ME,2,176
FSM,Lalo,May,2009,32.9,23.9,96,60,160.1,ME,2,1429
FSM,Lalo,June,2009,31.5,23.3,96,64,0,ME,2,5052
FSM,Lalo,September,2009,30.3,22.7,96,66,66.6,ME,2,704
FSM,Lalo,October,2009,32.4,23.1,96,58,80.6,ME,2,1270
FSM,Lalo,May,2010,32.9,23.9,96,60,79.9,ME,2,11692
FSM,Lalo,June,2010,31.5,23.3,96,64,35.5,ME,2,5547
NGS,Natitingou,August,2007,28.8,21.2,96,70,340,ME,1,12521
NGS,Natitingou,July,2009,29.9,21.4,96,67,229.5,ME,1,1225
NGS,Natitingou,August,2009,30.5,21.5,96,70,344.2,ME,1,1193
NGS,Natitingou,September,2009,31.4,21.3,96,69,248.2,ME,1,403
NGS,Natitingou,August,2007,28.8,21.2,96,70,340,ME,2,10120
NGS,Natitingou,July,2009,29.9,21.4,96,67,229.5,ME,2,1782
NGS,Natitingou,August,2009,30.5,21.5,96,70,344.2,ME,2,958
NGS,Natitingou,September,2009,31.4,21.3,96,69,248.2,ME,2,507
NGS,Natitingou,August,2007,28.8,21.2,96,70,340,ME,3,7559
NGS,Natitingou,July,2009,29.9,21.4,96,67,229.5,ME,3,1104
NGS,Natitingou,August,2009,30.5,21.5,96,70,344.2,ME,3,928
NGS,Natitingou,September,2009,31.4,21.3,96,69,248.2,ME,3,341
NGS,Ndali,August,2007,29.9,21.4,96,67,223.3,ME,1,4831
NGS,Ndali,August,2010,28.8,21.8,96,70,237.1,ME,1,906
NGS,Ndali,August,2007,29.9,21.4,96,67,223.3,ME,2,2162
NGS,Ndali,August,2010,28.8,21.8,96,70,237.1,ME,2,1177
NGS,Ndali,August,2007,29.9,21.4,96,67,223.3,ME,3,1125
NGS,Ndali,August,2010,28.8,21.8,96,70,237.1,ME,3,1457
NGS,Papatia,August,2007,28.8,21.2,96,70,340,ME,1,4071
NGS,Papatia,July,2009,29.9,21.4,96,67,229.5,ME,1,2707
NGS,Papatia,August,2009,30.5,21.5,96,70,344.2,ME,1,1060
NGS,Papatia,September,2009,31.4,21.3,96,69,248.2,ME,1,232
NGS,Papatia,August,2007,28.8,21.2,96,70,340,ME,2,3905
NGS,Papatia,July,2009,29.9,21.4,96,67,229.5,ME,2,2047
NGS,Papatia,August,2009,30.5,21.5,96,70,344.2,ME,2,697
NGS,Papatia,September,2009,31.4,21.3,96,69,248.2,ME,2,117
NGS,Papatia,July,2009,29.9,21.4,96,67,229.5,ME,3,2359
NGS,Papatia,August,2009,30.5,21.5,96,70,344.2,ME,3,997
NGS,Papatia,September,2009,31.4,21.3,96,69,248.2,ME,3,256
NGS,Parakou,August,2007,29.9,21.4,96,67,223.3,ME,1,1118
NGS,Parakou,August,2010,28.8,21.8,96,70,237.1,ME,1,96
NGS,Parakou,August,2007,29.9,21.4,96,67,223.3,ME,2,1151
NGS,Parakou,August,2010,28.8,21.8,96,70,237.1,ME,2,288
NGS,Parakou,August,2010,28.8,21.8,96,70,237.1,ME,3,1145
SGS,Akofodjoule,May,2005,33.3,23.5,96,58,205,ME,1,664
SGS,Akofodjoule,June,2005,31.6,22.9,96,61,137.6,ME,1,7827
SGS,Akofodjoule,July,2005,30,22.3,96,68,47.1,ME,1,3578
SGS,Akofodjoule,August,2005,29.4,21.1,96,67,42.1,ME,1,883
SGS,Akofodjoule,October,2005,32.9,22.6,96,57,76.4,ME,1,857
SGS,Akofodjoule,May,2006,33.2,22.8,96,62,188.3,ME,1,16792
SGS,Akofodjoule,July,2006,31.7,22.9,96,66,36,ME,1,2421
SGS,Akofodjoule,August,2006,29.8,21.9,96,71,37.6,ME,1,1666
SGS,Akofodjoule,September,2006,31.4,22.4,96,66,221.4,ME,1,405
SGS,Akofodjoule,October,2006,33.2,22.8,96,60,98.7,ME,1,273
SGS,Akofodjoule,August,2007,29.6,22,96,69,113.3,ME,1,2525
SGS,Akofodjoule,September,2007,31.2,22.2,96,62,234.6,ME,1,878
SGS,Akofodjoule,August,2007,29.6,22,96,69,113.3,ME,2,1346
SGS,Akofodjoule,September,2007,31.2,22.2,96,62,234.6,ME,2,70
SGS,Alafiarou1,August,2010,28.8,21.8,96,70,183.3,ME,1,466
SGS,Alafiarou1,August,2010,28.8,21.8,96,70,183.3,ME,2,677
SGS,Alafiarou1,August,2010,28.8,21.8,96,70,183.3,ME,3,676
SGS,Alafiarou2,August,2010,28.8,21.8,96,70,183.3,ME,1,1468
SGS,Alafiarou2,August,2010,28.8,21.8,96,70,183.3,ME,2,1515
SGS,Alafiarou2,August,2010,28.8,21.8,96,70,183.3,ME,3,1767
SGS,Bassila,August,2007,29.9,21.4,96,67,249.1,ME,1,2198
SGS,Bassila,May,2008,29.9,21.4,96,67,249.1,ME,2,4434
SGS,Bassila,July,2009,29.9,21.4,96,67,249.1,ME,3,3286
SGS,Tchourou1,August,2010,28.8,21.8,96,70,183.3,ME,1,643
SGS,Tchourou1,August,2010,28.8,21.8,96,70,183.3,ME,2,724
SGS,Tchourou1,August,2010,28.8,21.8,96,70,183.3,ME,3,566
SGS,Tchourou2,August,2010,28.8,21.8,96,70,183.3,ME,1,840
SGS,Tchourou2,August,2010,28.8,21.8,96,70,183.3,ME,2,804
SGS,Tchourou2,August,2010,28.8,21.8,96,70,183.3,ME,3,1104
FSM,Ketou,August,2008,29.5,22.4,95.8,68,83.5,ME,1,4041
FSM,Ketou,October,2008,32.3,23.4,95.8,60.5,164.5,ME,1,560
FSM,Ketou,August,2008,29.5,22.4,95.8,68,83.5,ME,2,3600
FSM,Ketou,October,2008,32.3,23.4,95.8,60.5,164.5,ME,2,619
FSM,Lalo,August,2008,29.5,22.4,95.8,68,57.1,ME,1,2032
FSM,Lalo,October,2008,32.3,23.4,95.8,60.5,81.9,ME,1,1286
FSM,Lalo,August,2008,29.5,22.4,95.8,68,57.1,ME,2,1855
FSM,Lalo,October,2008,32.3,23.4,95.8,60.5,81.9,ME,2,790
FSM,Ketou,September,2008,30.9,22.9,95.7,63.2,244.1,ME,1,2675
FSM,Ketou,September,2008,30.9,22.9,95.7,63.2,244.1,ME,2,2675
FSM,Lalo,September,2008,30.9,22.9,95.7,63.2,144.7,ME,1,2250
FSM,Lalo,September,2008,30.9,22.9,95.7,63.2,144.7,ME,2,1320
FSM,Ketou,June,2008,30.8,22.9,95.6,63.5,340.9,ME,1,8338
FSM,Ketou,June,2008,30.8,22.9,95.6,63.5,340.9,ME,2,7521
FSM,Lalo,June,2008,30.8,22.9,95.6,63.5,103.2,ME,1,2035
FSM,Lalo,June,2008,30.8,22.9,95.6,63.5,103.2,ME,2,2376
NGS,Natitingou,September,2008,30.3,21,95.5,69.5,289.9,ME,1,4118
NGS,Natitingou,September,2008,30.3,21,95.5,69.5,289.9,ME,2,1850
NGS,Natitingou,September,2008,30.3,21,95.5,69.5,289.9,ME,3,3084
NGS,Papatia,September,2008,30.3,21,95.5,69.5,289.9,ME,1,700
NGS,Papatia,September,2008,30.3,21,95.5,69.5,289.9,ME,2,600
NGS,Ndali,August,2008,30.2,21.7,95.4,66.3,158,ME,1,3500
NGS,Ndali,August,2008,30.2,21.7,95.4,66.3,158,ME,2,4400
NGS,Ndali,August,2008,30.2,21.7,95.4,66.3,158,ME,3,5729
NGS,Parakou,August,2008,30.2,21.7,95.4,66.3,158,ME,1,2419
NGS,Parakou,August,2008,30.2,21.7,95.4,66.3,158,ME,2,1714
SGS,Bassila,August,2008,30.2,21.7,95.4,66.3,198.8,ME,1,1545
SGS,Bassila,May,2009,30.2,21.7,95.4,66.3,198.8,ME,2,12497
NGS,Ndali,September,2008,31.2,21.5,95.3,65.2,304.3,ME,1,1998
NGS,Ndali,September,2008,31.2,21.5,95.3,65.2,304.3,ME,2,1912
NGS,Ndali,September,2008,31.2,21.5,95.3,65.2,304.3,ME,3,2187
NGS,Parakou,September,2008,31.2,21.5,95.3,65.2,304.3,ME,1,787
NGS,Parakou,September,2008,31.2,21.5,95.3,65.2,304.3,ME,2,640
SGS,Bassila,September,2008,31.2,21.5,95.3,65.2,349.7,ME,1,1000
SGS,Bassila,June,2009,31.2,21.5,95.3,65.2,349.7,ME,2,10093
NGS,Ndali,July,2008,30.6,21.5,95.1,65.1,237.9,ME,1,3958
NGS,Ndali,July,2008,30.6,21.5,95.1,65.1,237.9,ME,2,7240
NGS,Ndali,July,2008,30.6,21.5,95.1,65.1,237.9,ME,3,4504
NGS,Parakou,July,2008,30.6,21.5,95.1,65.1,237.9,ME,1,5028
NGS,Parakou,July,2008,30.6,21.5,95.1,65.1,237.9,ME,2,3870
SGS,Bassila,July,2008,30.6,21.5,95.1,65.1,231.7,ME,1,5150
SGS,Bassila,April,2009,30.6,21.5,95.1,65.1,231.7,ME,2,2162
FSM,Iloulofin,May,2010,33.4,24.6,95,59,236.7,ME,1,14370
FSM,Iloulofin,June,2010,32.1,24.1,95,61,28.3,ME,1,10148
FSM,Iloulofin,August,2010,29.8,22.9,95,68,216.3,ME,1,2182
FSM,Iloulofin,May,2010,33.4,24.6,95,59,236.7,ME,2,11692
FSM,Iloulofin,June,2010,32.1,24.1,95,61,28.3,ME,2,5547
FSM,Iloulofin,August,2010,29.8,22.9,95,68,216.3,ME,2,1362
FSM,Iloulofin,May,2010,33.4,24.6,95,59,236.7,ME,3,11041
FSM,Iloulofin,June,2010,32.1,24.1,95,61,28.3,ME,3,4253
FSM,Iloulofin,August,2010,29.8,22.9,95,68,216.3,ME,3,1956
FSM,Ketou,April,2009,33.9,24,95,55,80.9,ME,1,1939
FSM,Ketou,July,2009,30.2,22.7,95,66,76.7,ME,1,2655
FSM,Ketou,August,2009,29.2,22.5,95,71,99,ME,1,1871
FSM,Ketou,May,2010,33.4,24.6,95,59,236.7,ME,1,9907
FSM,Ketou,June,2010,32.1,24.1,95,61,28.3,ME,1,6301
FSM,Ketou,August,2010,29.8,22.9,95,68,216.3,ME,1,4669
FSM,Ketou,April,2009,33.9,24,95,55,80.9,ME,2,1824
FSM,Ketou,July,2009,30.2,22.7,95,66,76.7,ME,2,2807
FSM,Ketou,August,2009,29.2,22.5,95,71,99,ME,2,1507
FSM,Ketou,May,2010,33.4,24.6,95,59,236.7,ME,2,9939
FSM,Ketou,June,2010,32.1,24.1,95,61,28.3,ME,2,7526
FSM,Ketou,August,2010,29.8,22.9,95,68,216.3,ME,2,4211
FSM,Ketou,April,2009,33.9,24,95,55,80.9,ME,3,2142
FSM,Ketou,July,2009,30.2,22.7,95,66,76.7,ME,3,1847
FSM,Ketou,August,2009,29.2,22.5,95,71,99,ME,3,1629
FSM,Ketou,May,2010,33.4,24.6,95,59,236.7,ME,3,8665
FSM,Ketou,June,2010,32.1,24.1,95,61,28.3,ME,3,6718
FSM,Ketou,August,2010,29.8,22.9,95,68,216.3,ME,3,4139
FSM,Lalo,April,2009,33.9,24,95,55,73,ME,1,98
FSM,Lalo,July,2009,30.2,22.7,95,66,145.5,ME,1,2446
FSM,Lalo,August,2009,29.2,22.5,95,71,28.1,ME,1,3077
FSM,Lalo,April,2010,33.9,24,95,55,84.6,ME,1,7387
FSM,Lalo,July,2010,30.2,22.7,95,66,50.1,ME,1,3754
FSM,Lalo,August,2010,29.2,22.5,95,71,110.6,ME,1,2182
FSM,Lalo,April,2009,33.9,24,95,55,73,ME,2,37
FSM,Lalo,July,2009,30.2,22.7,95,66,145.5,ME,2,1470
FSM,Lalo,August,2009,29.2,22.5,95,71,28.1,ME,2,2789
FSM,Lalo,April,2010,33.9,24,95,55,84.6,ME,2,6974
FSM,Lalo,July,2010,30.2,22.7,95,66,50.1,ME,2,2861
FSM,Lalo,August,2010,29.2,22.5,95,71,110.6,ME,2,1362
NGS,Natitingou,July,2005,30,21.8,95,66,300.5,ME,1,8092
NGS,Natitingou,August,2005,28.7,21.4,95,71,271.6,ME,1,2573
NGS,Natitingou,September,2005,31.1,21.3,95,64,110.8,ME,1,962
NGS,Natitingou,July,2007,30,21.8,95,68,198.1,ME,1,11532
NGS,Natitingou,September,2007,31,21.2,95,66,259.8,ME,1,6767
NGS,Natitingou,October,2009,32.6,22.1,95,65,150,ME,1,219
NGS,Natitingou,July,2007,30,21.8,95,68,198.1,ME,2,9499
NGS,Natitingou,September,2007,31,21.2,95,66,259.8,ME,2,2347
NGS,Natitingou,October,2009,32.6,22.1,95,65,150,ME,2,224
NGS,Natitingou,July,2007,30,21.8,95,68,198.1,ME,3,6613
NGS,Natitingou,September,2007,31,21.2,95,66,259.8,ME,3,3047
NGS,Natitingou,October,2009,32.6,22.1,95,65,150,ME,3,202
NGS,Ndali,July,2005,30.2,22.2,95,64,165.9,ME,1,2857
NGS,Ndali,August,2005,29.7,21.6,95,68,242,ME,1,3050
NGS,Ndali,September,2005,31.6,22.1,95,63,179.7,ME,1,676
NGS,Ndali,August,2006,29.8,21.6,95,67,136.5,ME,1,1169
NGS,Ndali,September,2006,30.9,21.6,95,66,210.2,ME,1,1025
NGS,Ndali,September,2007,31.5,21.4,95,64,280.7,ME,1,1366
NGS,Ndali,September,2009,30.3,21.7,95,64,252.1,ME,1,780
NGS,Ndali,October,2009,30.7,22.4,95,65,215.3,ME,1,301
NGS,Ndali,August,2006,29.8,21.6,95,67,136.5,ME,2,1852
NGS,Ndali,September,2006,30.9,21.6,95,66,210.2,ME,2,965
NGS,Ndali,September,2007,31.5,21.4,95,64,280.7,ME,2,793
NGS,Ndali,September,2009,30.3,21.7,95,64,252.1,ME,2,646
NGS,Ndali,October,2009,30.7,22.4,95,65,215.3,ME,2,263
NGS,Ndali,September,2007,31.5,21.4,95,64,280.7,ME,3,949
NGS,Ndali,September,2009,30.3,21.7,95,64,252.1,ME,3,701
NGS,Ndali,October,2009,30.7,22.4,95,65,215.3,ME,3,369
NGS,Papatia,July,2007,30,21.8,95,68,198.1,ME,1,12755
NGS,Papatia,September,2007,31,21.2,95,66,259.8,ME,1,1403
NGS,Papatia,October,2009,32.6,22.1,95,65,150,ME,1,169
NGS,Papatia,July,2007,30,21.8,95,68,198.1,ME,2,14035
NGS,Papatia,September,2007,31,21.2,95,66,259.8,ME,2,1250
NGS,Papatia,October,2009,32.6,22.1,95,65,150,ME,2,95
NGS,Papatia,October,2009,32.6,22.1,95,65,150,ME,3,133
NGS,Parakou,September,2007,31.5,21.4,95,64,280.7,ME,1,347
NGS,Parakou,September,2009,30.3,21.7,95,64,252.1,ME,1,137
NGS,Parakou,October,2009,30.7,22.4,95,65,215.3,ME,1,66
NGS,Parakou,September,2007,31.5,21.4,95,64,280.7,ME,2,287
NGS,Parakou,September,2009,30.3,21.7,95,64,252.1,ME,2,126
NGS,Parakou,October,2009,30.7,22.4,95,65,215.3,ME,2,63
NGS,Parakou,September,2009,30.3,21.7,95,64,252.1,ME,3,29
NGS,Parakou,October,2009,30.7,22.4,95,65,215.3,ME,3,8
SGS,Akofodjoule,December,2005,36.5,23.2,95,47,0,ME,1,498
SGS,Akofodjoule,June,2006,33.2,22.9,95,60,149.8,ME,1,3900
SGS,Akofodjoule,May,2007,32.6,23.4,95,64,141.8,ME,1,14910
SGS,Akofodjoule,June,2007,31.4,22.5,95,64,211.9,ME,1,9931
SGS,Akofodjoule,July,2007,30.3,22.4,95,67,212,ME,1,4611
SGS,Akofodjoule,October,2007,32.4,22.5,95,60,70.9,ME,1,65
SGS,Akofodjoule,November,2007,34.6,23.3,95,49,0,ME,1,45
SGS,Akofodjoule,May,2007,32.6,23.4,95,64,141.8,ME,2,16542
SGS,Akofodjoule,June,2007,31.4,22.5,95,64,211.9,ME,2,6830
SGS,Akofodjoule,July,2007,30.3,22.4,95,67,212,ME,2,1217
SGS,Akofodjoule,October,2007,32.4,22.5,95,60,70.9,ME,2,48
SGS,Akofodjoule,November,2007,34.6,23.3,95,49,0,ME,2,35
SGS,Alafiarou1,September,2009,30.3,21.7,95,64,124.3,ME,1,312
SGS,Alafiarou1,October,2009,30.7,22.4,95,65,92.3,ME,1,233
SGS,Alafiarou1,September,2009,30.3,21.7,95,64,124.3,ME,2,394
SGS,Alafiarou1,October,2009,30.7,22.4,95,65,92.3,ME,2,134
SGS,Alafiarou1,September,2009,30.3,21.7,95,64,124.3,ME,3,327
SGS,Alafiarou1,October,2009,30.7,22.4,95,65,92.3,ME,3,134
SGS,Alafiarou2,September,2009,30.3,21.7,95,64,124.3,ME,1,507
SGS,Alafiarou2,October,2009,30.7,22.4,95,65,92.3,ME,1,67
SGS,Alafiarou2,September,2009,30.3,21.7,95,64,124.3,ME,2,340
SGS,Alafiarou2,October,2009,30.7,22.4,95,65,92.3,ME,2,116
SGS,Alafiarou2,September,2009,30.3,21.7,95,64,124.3,ME,3,389
SGS,Alafiarou2,October,2009,30.7,22.4,95,65,92.3,ME,3,91
SGS,Bassila,July,2005,30.2,22.2,95,64,0,ME,1,7104
SGS,Bassila,August,2005,29.7,21.6,95,68,0,ME,1,1217
SGS,Bassila,September,2005,31.6,22.1,95,63,0,ME,1,760
SGS,Bassila,August,2006,29.8,21.6,95,67,183.2,ME,1,1462
SGS,Bassila,September,2006,30.9,21.6,95,66,238.2,ME,1,680
SGS,Bassila,September,2007,31.5,21.4,95,64,0,ME,1,1333
SGS,Bassila,September,2009,30.3,21.7,95,64,150.7,ME,1,251
SGS,Bassila,October,2009,30.7,22.4,95,65,0,ME,1,49
SGS,Bassila,April,2006,30.2,22.2,95,64,0,ME,2,767
SGS,Bassila,May,2006,29.7,21.6,95,68,0,ME,2,1079
SGS,Bassila,June,2006,31.6,22.1,95,63,0,ME,2,5140
SGS,Bassila,May,2007,29.8,21.6,95,67,183.2,ME,2,7573
SGS,Bassila,June,2007,30.9,21.6,95,66,238.2,ME,2,31769
SGS,Bassila,June,2008,31.5,21.4,95,64,0,ME,2,7643
SGS,Bassila,June,2007,30.2,22.2,95,64,0,ME,3,21195
SGS,Bassila,July,2007,29.7,21.6,95,68,0,ME,3,10092
SGS,Bassila,August,2007,31.6,22.1,95,63,0,ME,3,2627
SGS,Bassila,July,2008,29.8,21.6,95,67,183.2,ME,3,5167
SGS,Bassila,August,2008,30.9,21.6,95,66,238.2,ME,3,1414
SGS,Bassila,August,2009,31.5,21.4,95,64,0,ME,3,1296
SGS,Tchourou1,September,2009,30.3,21.7,95,64,124.3,ME,1,245
SGS,Tchourou1,October,2009,30.7,22.4,95,65,92.3,ME,1,53
SGS,Tchourou1,September,2009,30.3,21.7,95,64,124.3,ME,2,295
SGS,Tchourou1,October,2009,30.7,22.4,95,65,92.3,ME,2,42
SGS,Tchourou1,September,2009,30.3,21.7,95,64,124.3,ME,3,231
SGS,Tchourou1,October,2009,30.7,22.4,95,65,92.3,ME,3,37
SGS,Tchourou2,September,2009,30.3,21.7,95,64,124.3,ME,1,134
SGS,Tchourou2,October,2009,30.7,22.4,95,65,92.3,ME,1,39
SGS,Tchourou2,September,2009,30.3,21.7,95,64,124.3,ME,2,198
SGS,Tchourou2,October,2009,30.7,22.4,95,65,92.3,ME,2,69
SGS,Tchourou2,September,2009,30.3,21.7,95,64,124.3,ME,3,153
SGS,Tchourou2,October,2009,30.7,22.4,95,65,92.3,ME,3,18
NGS,Natitingou,July,2008,29.9,21.2,94.9,72.2,282.1,ME,1,1975
NGS,Natitingou,July,2008,29.9,21.2,94.9,72.2,282.1,ME,2,2395
NGS,Natitingou,July,2008,29.9,21.2,94.9,72.2,282.1,ME,3,3717
NGS,Papatia,July,2008,29.9,21.2,94.9,72.2,282.1,ME,1,5670
NGS,Papatia,July,2008,29.9,21.2,94.9,72.2,282.1,ME,2,3276
FSM,Ketou,December,2008,35,24.1,94.8,44.5,4.5,ME,1,101
FSM,Ketou,December,2008,35,24.1,94.8,44.5,4.5,ME,2,83
FSM,Lalo,December,2008,35,24.1,94.8,44.5,0,ME,1,67
FSM,Lalo,December,2008,35,24.1,94.8,44.5,0,ME,2,56
SGS,Akofodjoule,July,2008,30.5,22.3,94.2,63.9,153.3,ME,1,3712
SGS,Akofodjoule,July,2008,30.5,22.3,94.2,63.9,153.3,ME,2,4036
SGS,Akofodjoule,September,2008,31.2,22.5,94.1,63.9,227.9,ME,1,475
SGS,Akofodjoule,September,2008,31.2,22.5,94.1,63.9,227.9,ME,2,135
FSM,Ketou,November,2009,34,23.3,94,65,73.9,ME,1,142
FSM,Ketou,December,2009,36,24.3,94,38,0,ME,1,202
FSM,Ketou,November,2009,34,23.3,94,65,73.9,ME,2,169
FSM,Ketou,December,2009,36,24.3,94,38,0,ME,2,165
FSM,Ketou,November,2009,34,23.3,94,65,73.9,ME,3,171
FSM,Ketou,December,2009,36,24.3,94,38,0,ME,3,133
FSM,Lalo,November,2009,34,23.3,94,65,67.1,ME,1,992
FSM,Lalo,December,2009,36,24.3,94,38,0,ME,1,1303
FSM,Lalo,November,2009,34,23.3,94,65,67.1,ME,2,889
FSM,Lalo,December,2009,36,24.3,94,38,0,ME,2,1242
NGS,Natitingou,June,2005,31.4,22.3,94,62,148.4,ME,1,4269
NGS,Natitingou,October,2007,33.1,21.2,94,58,103.4,ME,1,3603
NGS,Natitingou,October,2008,33.2,21.6,94,58,89.6,ME,1,1880
NGS,Natitingou,June,2009,32,22,94,66,255.7,ME,1,4785
NGS,Natitingou,October,2007,33.1,21.2,94,58,103.4,ME,2,1229
NGS,Natitingou,October,2008,33.2,21.6,94,58,89.6,ME,2,873
NGS,Natitingou,June,2009,32,22,94,66,255.7,ME,2,8085
NGS,Natitingou,October,2007,33.1,21.2,94,58,103.4,ME,3,1229
NGS,Natitingou,October,2008,33.2,21.6,94,58,89.6,ME,3,1074
NGS,Natitingou,June,2009,32,22,94,66,255.7,ME,3,4527
NGS,Ndali,October,2006,33,22.1,94,58,68.6,ME,1,254
NGS,Ndali,October,2007,33.1,21.8,94,56,112.5,ME,1,708
NGS,Ndali,June,2010,31.4,23,94,61,280.1,ME,1,3537
NGS,Ndali,July,2010,29.1,21.9,94,67,135,ME,1,5700
NGS,Ndali,October,2006,33,22.1,94,58,68.6,ME,2,446
NGS,Ndali,October,2007,33.1,21.8,94,56,112.5,ME,2,822
NGS,Ndali,June,2010,31.4,23,94,61,280.1,ME,2,1584
NGS,Ndali,July,2010,29.1,21.9,94,67,135,ME,2,4523
NGS,Ndali,October,2007,33.1,21.8,94,56,112.5,ME,3,614
NGS,Ndali,June,2010,31.4,23,94,61,280.1,ME,3,4328
NGS,Ndali,July,2010,29.1,21.9,94,67,135,ME,3,5995
NGS,Papatia,October,2007,33.1,21.2,94,58,103.4,ME,1,735
NGS,Papatia,October,2008,33.2,21.6,94,58,89.6,ME,1,360
NGS,Papatia,June,2009,32,22,94,66,255.7,ME,1,3034
NGS,Papatia,October,2007,33.1,21.2,94,58,103.4,ME,2,774
NGS,Papatia,October,2008,33.2,21.6,94,58,89.6,ME,2,473
NGS,Papatia,June,2009,32,22,94,66,255.7,ME,2,2091
NGS,Papatia,June,2009,32,22,94,66,255.7,ME,3,2562
