Agro_ecology,Site,Month,Year,TempMaxi,TempMini,RHMaxi,RHMini,Rainfall,Attractant,Trap,B_dorsa,latitude,longitude
SGS,Akofodjoule,October,2008,33,22.7,94,56.5,121.8,ME,1,130,7.75,2.38289865
SGS,Akofodjoule,October,2008,33,22.7,94,56.5,121.8,ME,2,80,7.75,2.38289865
SGS,Akofodjoule,September,2005,30.6,22.3,97,67,136.5,ME,1,497,7.75,2.38289865
FSM,Ketou,July,2008,29.8,22.6,96.5,67.1,0,ME,1,7758,7.36332,2.59978
FSM,Ketou,July,2008,29.8,22.6,96.5,67.1,0,ME,2,5867,7.36332,2.59978
FSM,Lalo,July,2008,29.8,22.6,96.5,67.1,0,ME,1,1136,6.9300647,1.8785304
FSM,Lalo,July,2008,29.8,22.6,96.5,67.1,0,ME,2,1623,6.9300647,1.8785304
NGS,Natitingou,August,2008,29.4,21.3,96.1,70.8,323.3,ME,1,9587,10.30416,1.37962
NGS,Natitingou,August,2008,29.4,21.3,96.1,70.8,323.3,ME,2,5175,10.30416,1.37962
NGS,Natitingou,August,2008,29.4,21.3,96.1,70.8,323.3,ME,3,6520,10.30416,1.37962
NGS,Papatia,August,2008,29.4,21.3,96.1,70.8,323.3,ME,1,2309,6.4000211,2.0491574
NGS,Papatia,August,2008,29.4,21.3,96.1,70.8,323.3,ME,2,1962,6.4000211,2.0491574
FSM,Iloulofin,July,2010,30.4,22.8,96,65,216.5,ME,1,3754,6.98008,2.6649
FSM,Iloulofin,July,2010,30.4,22.8,96,65,216.5,ME,2,2861,6.98008,2.6649
FSM,Iloulofin,July,2010,30.4,22.8,96,65,216.5,ME,3,3265,6.98008,2.6649
FSM,Ketou,May,2007,32.6,24.1,96,61,131.1,ME,1,24471,7.36332,2.59978
FSM,Ketou,June,2007,30.8,23,96,65,102.5,ME,1,12508,7.36332,2.59978
FSM,Ketou,July,2007,29.9,22.6,96,68,276.4,ME,1,6809,7.36332,2.59978
FSM,Ketou,August,2007,29.1,22.4,96,71,177.3,ME,1,2794,7.36332,2.59978
FSM,Ketou,September,2007,30.5,22.7,96,66,138.1,ME,1,1658,7.36332,2.59978
FSM,Ketou,October,2007,31.5,23,96,62,130.2,ME,1,1374,7.36332,2.59978
FSM,Ketou,November,2007,33.5,23.8,96,55,15,ME,1,203,7.36332,2.59978
FSM,Ketou,May,2009,32.9,23.9,96,60,45,ME,1,14128,7.36332,2.59978
FSM,Ketou,June,2009,31.5,23.3,96,64,238,ME,1,12541,7.36332,2.59978
FSM,Ketou,September,2009,30.3,22.7,96,66,88.5,ME,1,1224,7.36332,2.59978
FSM,Ketou,October,2009,32.4,23.1,96,58,62.9,ME,1,342,7.36332,2.59978
FSM,Ketou,July,2010,30.4,22.8,96,65,216.5,ME,1,1259,7.36332,2.59978
FSM,Ketou,May,2007,32.6,24.1,96,61,131.1,ME,2,18352,7.36332,2.59978
FSM,Ketou,June,2007,30.8,23,96,65,102.5,ME,2,7424,7.36332,2.59978
FSM,Ketou,July,2007,29.9,22.6,96,68,276.4,ME,2,3871,7.36332,2.59978
FSM,Ketou,August,2007,29.1,22.4,96,71,177.3,ME,2,1082,7.36332,2.59978
FSM,Ketou,September,2007,30.5,22.7,96,66,138.1,ME,2,1442,7.36332,2.59978
FSM,Ketou,October,2007,31.5,23,96,62,130.2,ME,2,506,7.36332,2.59978
FSM,Ketou,November,2007,33.5,23.8,96,55,15,ME,2,144,7.36332,2.59978
FSM,Ketou,May,2009,32.9,23.9,96,60,45,ME,2,13655,7.36332,2.59978
FSM,Ketou,June,2009,31.5,23.3,96,64,238,ME,2,8394,7.36332,2.59978
FSM,Ketou,September,2009,30.3,22.7,96,66,88.5,ME,2,1193,7.36332,2.59978
FSM,Ketou,October,2009,32.4,23.1,96,58,62.9,ME,2,349,7.36332,2.59978
FSM,Ketou,July,2010,30.4,22.8,96,65,216.5,ME,2,3198,7.36332,2.59978
FSM,Ketou,May,2009,32.9,23.9,96,60,45,ME,3,16930,7.36332,2.59978
FSM,Ketou,June,2009,31.5,23.3,96,64,238,ME,3,8263,7.36332,2.59978
FSM,Ketou,September,2009,30.3,22.7,96,66,88.5,ME,3,708,7.36332,2.59978
FSM,Ketou,October,2009,32.4,23.1,96,58,62.9,ME,3,450,7.36332,2.59978
FSM,Ketou,July,2010,30.4,22.8,96,65,216.5,ME,3,3944,7.36332,2.59978
FSM,Lalo,May,2007,32.6,24.1,96,61,103.8,ME,1,6206,6.9300647,1.8785304
FSM,Lalo,June,2007,30.8,23,96,65,150,ME,1,3051,6.9300647,1.8785304
FSM,Lalo,July,2007,29.9,22.6,96,68,165.1,ME,1,1053,6.9300647,1.8785304
FSM,Lalo,August,2007,29.1,22.4,96,71,78.4,ME,1,2329,6.9300647,1.8785304
FSM,Lalo,September,2007,30.5,22.7,96,66,192.6,ME,1,1265,6.9300647,1.8785304
FSM,Lalo,October,2007,31.5,23,96,62,166.8,ME,1,584,6.9300647,1.8785304
FSM,Lalo,November,2007,33.5,23.8,96,55,66.6,ME,1,271,6.9300647,1.8785304
FSM,Lalo,May,2009,32.9,23.9,96,60,160.1,ME,1,1551,6.9300647,1.8785304
FSM,Lalo,June,2009,31.5,23.3,96,64,0,ME,1,6756,6.9300647,1.8785304
FSM,Lalo,September,2009,30.3,22.7,96,66,66.6,ME,1,912,6.9300647,1.8785304
FSM,Lalo,October,2009,32.4,23.1,96,58,80.6,ME,1,643,6.9300647,1.8785304
FSM,Lalo,May,2010,32.9,23.9,96,60,79.9,ME,1,14370,6.9300647,1.8785304
FSM,Lalo,June,2010,31.5,23.3,96,64,35.5,ME,1,10148,6.9300647,1.8785304
FSM,Lalo,May,2007,32.6,24.1,96,61,103.8,ME,2,3811,6.9300647,1.8785304
FSM,Lalo,June,2007,30.8,23,96,65,150,ME,2,3254,6.9300647,1.8785304
FSM,Lalo,July,2007,29.9,22.6,96,68,165.1,ME,2,947,6.9300647,1.8785304
FSM,Lalo,August,2007,29.1,22.4,96,71,78.4,ME,2,1295,6.9300647,1.8785304
FSM,Lalo,September,2007,30.5,22.7,96,66,192.6,ME,2,1353,6.9300647,1.8785304
FSM,Lalo,October,2007,31.5,23,96,62,166.8,ME,2,522,6.9300647,1.8785304
FSM,Lalo,November,2007,33.5,23.8,96,55,66.6,ME,2,176,6.9300647,1.8785304
FSM,Lalo,May,2009,32.9,23.9,96,60,160.1,ME,2,1429,6.9300647,1.8785304
FSM,Lalo,June,2009,31.5,23.3,96,64,0,ME,2,5052,6.9300647,1.8785304
FSM,Lalo,September,2009,30.3,22.7,96,66,66.6,ME,2,704,6.9300647,1.8785304
FSM,Lalo,October,2009,32.4,23.1,96,58,80.6,ME,2,1270,6.9300647,1.8785304
FSM,Lalo,May,2010,32.9,23.9,96,60,79.9,ME,2,11692,6.9300647,1.8785304
FSM,Lalo,June,2010,31.5,23.3,96,64,35.5,ME,2,5547,6.9300647,1.8785304
NGS,Natitingou,August,2007,28.8,21.2,96,70,340,ME,1,12521,10.30416,1.37962
NGS,Natitingou,July,2009,29.9,21.4,96,67,229.5,ME,1,1225,10.30416,1.37962
NGS,Natitingou,August,2009,30.5,21.5,96,70,344.2,ME,1,1193,10.30416,1.37962
NGS,Natitingou,September,2009,31.4,21.3,96,69,248.2,ME,1,403,10.30416,1.37962
NGS,Natitingou,August,2007,28.8,21.2,96,70,340,ME,2,10120,10.30416,1.37962
NGS,Natitingou,July,2009,29.9,21.4,96,67,229.5,ME,2,1782,10.30416,1.37962
NGS,Natitingou,August,2009,30.5,21.5,96,70,344.2,ME,2,958,10.30416,1.37962
NGS,Natitingou,September,2009,31.4,21.3,96,69,248.2,ME,2,507,10.30416,1.37962
NGS,Natitingou,August,2007,28.8,21.2,96,70,340,ME,3,7559,10.30416,1.37962
NGS,Natitingou,July,2009,29.9,21.4,96,67,229.5,ME,3,1104,10.30416,1.37962
NGS,Natitingou,August,2009,30.5,21.5,96,70,344.2,ME,3,928,10.30416,1.37962
NGS,Natitingou,September,2009,31.4,21.3,96,69,248.2,ME,3,341,10.30416,1.37962
NGS,Ndali,August,2007,29.9,21.4,96,67,223.3,ME,1,4831,9.8592172,2.6998899
NGS,Ndali,August,2010,28.8,21.8,96,70,237.1,ME,1,906,9.8592172,2.6998899
NGS,Ndali,August,2007,29.9,21.4,96,67,223.3,ME,2,2162,9.8592172,2.6998899
NGS,Ndali,August,2010,28.8,21.8,96,70,237.1,ME,2,1177,9.8592172,2.6998899
NGS,Ndali,August,2007,29.9,21.4,96,67,223.3,ME,3,1125,9.8592172,2.6998899
NGS,Ndali,August,2010,28.8,21.8,96,70,237.1,ME,3,1457,9.8592172,2.6998899
NGS,Papatia,August,2007,28.8,21.2,96,70,340,ME,1,4071,6.4000211,2.0491574
NGS,Papatia,July,2009,29.9,21.4,96,67,229.5,ME,1,2707,6.4000211,2.0491574
NGS,Papatia,August,2009,30.5,21.5,96,70,344.2,ME,1,1060,6.4000211,2.0491574
NGS,Papatia,September,2009,31.4,21.3,96,69,248.2,ME,1,232,6.4000211,2.0491574
NGS,Papatia,August,2007,28.8,21.2,96,70,340,ME,2,3905,6.4000211,2.0491574
NGS,Papatia,July,2009,29.9,21.4,96,67,229.5,ME,2,2047,6.4000211,2.0491574
NGS,Papatia,August,2009,30.5,21.5,96,70,344.2,ME,2,697,6.4000211,2.0491574
NGS,Papatia,September,2009,31.4,21.3,96,69,248.2,ME,2,117,6.4000211,2.0491574
NGS,Papatia,July,2009,29.9,21.4,96,67,229.5,ME,3,2359,6.4000211,2.0491574
NGS,Papatia,August,2009,30.5,21.5,96,70,344.2,ME,3,997,6.4000211,2.0491574
NGS,Papatia,September,2009,31.4,21.3,96,69,248.2,ME,3,256,6.4000211,2.0491574
NGS,Parakou,August,2007,29.9,21.4,96,67,223.3,ME,1,1118,9.33716,2.63031
NGS,Parakou,August,2010,28.8,21.8,96,70,237.1,ME,1,96,9.33716,2.63031
NGS,Parakou,August,2007,29.9,21.4,96,67,223.3,ME,2,1151,9.33716,2.63031
NGS,Parakou,August,2010,28.8,21.8,96,70,237.1,ME,2,288,9.33716,2.63031
NGS,Parakou,August,2010,28.8,21.8,96,70,237.1,ME,3,1145,9.33716,2.63031
SGS,Akofodjoule,May,2005,33.3,23.5,96,58,205,ME,1,664,7.75,2.38289865
SGS,Akofodjoule,June,2005,31.6,22.9,96,61,137.6,ME,1,7827,7.75,2.38289865
SGS,Akofodjoule,July,2005,30,22.3,96,68,47.1,ME,1,3578,7.75,2.38289865
SGS,Akofodjoule,August,2005,29.4,21.1,96,67,42.1,ME,1,883,7.75,2.38289865
SGS,Akofodjoule,October,2005,32.9,22.6,96,57,76.4,ME,1,857,7.75,2.38289865
SGS,Akofodjoule,May,2006,33.2,22.8,96,62,188.3,ME,1,16792,7.75,2.38289865
SGS,Akofodjoule,July,2006,31.7,22.9,96,66,36,ME,1,2421,7.75,2.38289865
SGS,Akofodjoule,August,2006,29.8,21.9,96,71,37.6,ME,1,1666,7.75,2.38289865
SGS,Akofodjoule,September,2006,31.4,22.4,96,66,221.4,ME,1,405,7.75,2.38289865
SGS,Akofodjoule,October,2006,33.2,22.8,96,60,98.7,ME,1,273,7.75,2.38289865
SGS,Akofodjoule,August,2007,29.6,22,96,69,113.3,ME,1,2525,7.75,2.38289865
SGS,Akofodjoule,September,2007,31.2,22.2,96,62,234.6,ME,1,878,7.75,2.38289865
SGS,Akofodjoule,August,2007,29.6,22,96,69,113.3,ME,2,1346,7.75,2.38289865
SGS,Akofodjoule,September,2007,31.2,22.2,96,62,234.6,ME,2,70,7.75,2.38289865
SGS,Alafiarou1,August,2010,28.8,21.8,96,70,183.3,ME,1,466,9.8923435,3.4187595
SGS,Alafiarou1,August,2010,28.8,21.8,96,70,183.3,ME,2,677,9.8923435,3.4187595
SGS,Alafiarou1,August,2010,28.8,21.8,96,70,183.3,ME,3,676,9.8923435,3.4187595
SGS,Alafiarou2,August,2010,28.8,21.8,96,70,183.3,ME,1,1468,9.8923435,3.4187595
SGS,Alafiarou2,August,2010,28.8,21.8,96,70,183.3,ME,2,1515,9.8923435,3.4187595
SGS,Alafiarou2,August,2010,28.8,21.8,96,70,183.3,ME,3,1767,9.8923435,3.4187595
SGS,Bassila,August,2007,29.9,21.4,96,67,249.1,ME,1,2198,9.00814,1.6654
SGS,Bassila,May,2008,29.9,21.4,96,67,249.1,ME,2,4434,9.00814,1.6654
SGS,Bassila,July,2009,29.9,21.4,96,67,249.1,ME,3,3286,9.00814,1.6654
SGS,Tchourou1,August,2010,28.8,21.8,96,70,183.3,ME,1,643,8.88649,2.59753
SGS,Tchourou1,August,2010,28.8,21.8,96,70,183.3,ME,2,724,8.88649,2.59753
SGS,Tchourou1,August,2010,28.8,21.8,96,70,183.3,ME,3,566,8.88649,2.59753
SGS,Tchourou2,August,2010,28.8,21.8,96,70,183.3,ME,1,840,8.88649,2.59753
SGS,Tchourou2,August,2010,28.8,21.8,96,70,183.3,ME,2,804,8.88649,2.59753
SGS,Tchourou2,August,2010,28.8,21.8,96,70,183.3,ME,3,1104,8.88649,2.59753
FSM,Ketou,August,2008,29.5,22.4,95.8,68,83.5,ME,1,4041,7.36332,2.59978
FSM,Ketou,October,2008,32.3,23.4,95.8,60.5,164.5,ME,1,560,7.36332,2.59978
FSM,Ketou,August,2008,29.5,22.4,95.8,68,83.5,ME,2,3600,7.36332,2.59978
FSM,Ketou,October,2008,32.3,23.4,95.8,60.5,164.5,ME,2,619,7.36332,2.59978
FSM,Lalo,August,2008,29.5,22.4,95.8,68,57.1,ME,1,2032,6.9300647,1.8785304
FSM,Lalo,October,2008,32.3,23.4,95.8,60.5,81.9,ME,1,1286,6.9300647,1.8785304
FSM,Lalo,August,2008,29.5,22.4,95.8,68,57.1,ME,2,1855,6.9300647,1.8785304
FSM,Lalo,October,2008,32.3,23.4,95.8,60.5,81.9,ME,2,790,6.9300647,1.8785304
FSM,Ketou,September,2008,30.9,22.9,95.7,63.2,244.1,ME,1,2675,7.36332,2.59978
FSM,Ketou,September,2008,30.9,22.9,95.7,63.2,244.1,ME,2,2675,7.36332,2.59978
FSM,Lalo,September,2008,30.9,22.9,95.7,63.2,144.7,ME,1,2250,6.9300647,1.8785304
FSM,Lalo,September,2008,30.9,22.9,95.7,63.2,144.7,ME,2,1320,6.9300647,1.8785304
FSM,Ketou,June,2008,30.8,22.9,95.6,63.5,340.9,ME,1,8338,7.36332,2.59978
FSM,Ketou,June,2008,30.8,22.9,95.6,63.5,340.9,ME,2,7521,7.36332,2.59978
FSM,Lalo,June,2008,30.8,22.9,95.6,63.5,103.2,ME,1,2035,6.9300647,1.8785304
FSM,Lalo,June,2008,30.8,22.9,95.6,63.5,103.2,ME,2,2376,6.9300647,1.8785304
NGS,Natitingou,September,2008,30.3,21,95.5,69.5,289.9,ME,1,4118,10.30416,1.37962
NGS,Natitingou,September,2008,30.3,21,95.5,69.5,289.9,ME,2,1850,10.30416,1.37962
NGS,Natitingou,September,2008,30.3,21,95.5,69.5,289.9,ME,3,3084,10.30416,1.37962
NGS,Papatia,September,2008,30.3,21,95.5,69.5,289.9,ME,1,700,6.4000211,2.0491574
NGS,Papatia,September,2008,30.3,21,95.5,69.5,289.9,ME,2,600,6.4000211,2.0491574
NGS,Ndali,August,2008,30.2,21.7,95.4,66.3,158,ME,1,3500,9.8592172,2.6998899
NGS,Ndali,August,2008,30.2,21.7,95.4,66.3,158,ME,2,4400,9.8592172,2.6998899
NGS,Ndali,August,2008,30.2,21.7,95.4,66.3,158,ME,3,5729,9.8592172,2.6998899
NGS,Parakou,August,2008,30.2,21.7,95.4,66.3,158,ME,1,2419,9.33716,2.63031
NGS,Parakou,August,2008,30.2,21.7,95.4,66.3,158,ME,2,1714,9.33716,2.63031
SGS,Bassila,August,2008,30.2,21.7,95.4,66.3,198.8,ME,1,1545,9.00814,1.6654
SGS,Bassila,May,2009,30.2,21.7,95.4,66.3,198.8,ME,2,12497,9.00814,1.6654
NGS,Ndali,September,2008,31.2,21.5,95.3,65.2,304.3,ME,1,1998,9.8592172,2.6998899
NGS,Ndali,September,2008,31.2,21.5,95.3,65.2,304.3,ME,2,1912,9.8592172,2.6998899
NGS,Ndali,September,2008,31.2,21.5,95.3,65.2,304.3,ME,3,2187,9.8592172,2.6998899
NGS,Parakou,September,2008,31.2,21.5,95.3,65.2,304.3,ME,1,787,9.33716,2.63031
NGS,Parakou,September,2008,31.2,21.5,95.3,65.2,304.3,ME,2,640,9.33716,2.63031
SGS,Bassila,September,2008,31.2,21.5,95.3,65.2,349.7,ME,1,1000,9.00814,1.6654
SGS,Bassila,June,2009,31.2,21.5,95.3,65.2,349.7,ME,2,10093,9.00814,1.6654
NGS,Ndali,July,2008,30.6,21.5,95.1,65.1,237.9,ME,1,3958,9.8592172,2.6998899
NGS,Ndali,July,2008,30.6,21.5,95.1,65.1,237.9,ME,2,7240,9.8592172,2.6998899
NGS,Ndali,July,2008,30.6,21.5,95.1,65.1,237.9,ME,3,4504,9.8592172,2.6998899
NGS,Parakou,July,2008,30.6,21.5,95.1,65.1,237.9,ME,1,5028,9.33716,2.63031
NGS,Parakou,July,2008,30.6,21.5,95.1,65.1,237.9,ME,2,3870,9.33716,2.63031
SGS,Bassila,July,2008,30.6,21.5,95.1,65.1,231.7,ME,1,5150,9.00814,1.6654
SGS,Bassila,April,2009,30.6,21.5,95.1,65.1,231.7,ME,2,2162,9.00814,1.6654
FSM,Iloulofin,May,2010,33.4,24.6,95,59,236.7,ME,1,14370,6.98008,2.6649
FSM,Iloulofin,June,2010,32.1,24.1,95,61,28.3,ME,1,10148,6.98008,2.6649
FSM,Iloulofin,August,2010,29.8,22.9,95,68,216.3,ME,1,2182,6.98008,2.6649
FSM,Iloulofin,May,2010,33.4,24.6,95,59,236.7,ME,2,11692,6.98008,2.6649
FSM,Iloulofin,June,2010,32.1,24.1,95,61,28.3,ME,2,5547,6.98008,2.6649
FSM,Iloulofin,August,2010,29.8,22.9,95,68,216.3,ME,2,1362,6.98008,2.6649
FSM,Iloulofin,May,2010,33.4,24.6,95,59,236.7,ME,3,11041,6.98008,2.6649
FSM,Iloulofin,June,2010,32.1,24.1,95,61,28.3,ME,3,4253,6.98008,2.6649
FSM,Iloulofin,August,2010,29.8,22.9,95,68,216.3,ME,3,1956,6.98008,2.6649
FSM,Ketou,April,2009,33.9,24,95,55,80.9,ME,1,1939,7.36332,2.59978
FSM,Ketou,July,2009,30.2,22.7,95,66,76.7,ME,1,2655,7.36332,2.59978
FSM,Ketou,August,2009,29.2,22.5,95,71,99,ME,1,1871,7.36332,2.59978
FSM,Ketou,May,2010,33.4,24.6,95,59,236.7,ME,1,9907,7.36332,2.59978
FSM,Ketou,June,2010,32.1,24.1,95,61,28.3,ME,1,6301,7.36332,2.59978
FSM,Ketou,August,2010,29.8,22.9,95,68,216.3,ME,1,4669,7.36332,2.59978
FSM,Ketou,April,2009,33.9,24,95,55,80.9,ME,2,1824,7.36332,2.59978
FSM,Ketou,July,2009,30.2,22.7,95,66,76.7,ME,2,2807,7.36332,2.59978
FSM,Ketou,August,2009,29.2,22.5,95,71,99,ME,2,1507,7.36332,2.59978
FSM,Ketou,May,2010,33.4,24.6,95,59,236.7,ME,2,9939,7.36332,2.59978
FSM,Ketou,June,2010,32.1,24.1,95,61,28.3,ME,2,7526,7.36332,2.59978
FSM,Ketou,August,2010,29.8,22.9,95,68,216.3,ME,2,4211,7.36332,2.59978
FSM,Ketou,April,2009,33.9,24,95,55,80.9,ME,3,2142,7.36332,2.59978
FSM,Ketou,July,2009,30.2,22.7,95,66,76.7,ME,3,1847,7.36332,2.59978
FSM,Ketou,August,2009,29.2,22.5,95,71,99,ME,3,1629,7.36332,2.59978
FSM,Ketou,May,2010,33.4,24.6,95,59,236.7,ME,3,8665,7.36332,2.59978
FSM,Ketou,June,2010,32.1,24.1,95,61,28.3,ME,3,6718,7.36332,2.59978
FSM,Ketou,August,2010,29.8,22.9,95,68,216.3,ME,3,4139,7.36332,2.59978
FSM,Lalo,April,2009,33.9,24,95,55,73,ME,1,98,6.9300647,1.8785304
FSM,Lalo,July,2009,30.2,22.7,95,66,145.5,ME,1,2446,6.9300647,1.8785304
FSM,Lalo,August,2009,29.2,22.5,95,71,28.1,ME,1,3077,6.9300647,1.8785304
FSM,Lalo,April,2010,33.9,24,95,55,84.6,ME,1,7387,6.9300647,1.8785304
FSM,Lalo,July,2010,30.2,22.7,95,66,50.1,ME,1,3754,6.9300647,1.8785304
FSM,Lalo,August,2010,29.2,22.5,95,71,110.6,ME,1,2182,6.9300647,1.8785304
FSM,Lalo,April,2009,33.9,24,95,55,73,ME,2,37,6.9300647,1.8785304
FSM,Lalo,July,2009,30.2,22.7,95,66,145.5,ME,2,1470,6.9300647,1.8785304
FSM,Lalo,August,2009,29.2,22.5,95,71,28.1,ME,2,2789,6.9300647,1.8785304
FSM,Lalo,April,2010,33.9,24,95,55,84.6,ME,2,6974,6.9300647,1.8785304
FSM,Lalo,July,2010,30.2,22.7,95,66,50.1,ME,2,2861,6.9300647,1.8785304
FSM,Lalo,August,2010,29.2,22.5,95,71,110.6,ME,2,1362,6.9300647,1.8785304
NGS,Natitingou,July,2005,30,21.8,95,66,300.5,ME,1,8092,10.30416,1.37962
NGS,Natitingou,August,2005,28.7,21.4,95,71,271.6,ME,1,2573,10.30416,1.37962
NGS,Natitingou,September,2005,31.1,21.3,95,64,110.8,ME,1,962,10.30416,1.37962
NGS,Natitingou,July,2007,30,21.8,95,68,198.1,ME,1,11532,10.30416,1.37962
NGS,Natitingou,September,2007,31,21.2,95,66,259.8,ME,1,6767,10.30416,1.37962
NGS,Natitingou,October,2009,32.6,22.1,95,65,150,ME,1,219,10.30416,1.37962
NGS,Natitingou,July,2007,30,21.8,95,68,198.1,ME,2,9499,10.30416,1.37962
NGS,Natitingou,September,2007,31,21.2,95,66,259.8,ME,2,2347,10.30416,1.37962
NGS,Natitingou,October,2009,32.6,22.1,95,65,150,ME,2,224,10.30416,1.37962
NGS,Natitingou,July,2007,30,21.8,95,68,198.1,ME,3,6613,10.30416,1.37962
NGS,Natitingou,September,2007,31,21.2,95,66,259.8,ME,3,3047,10.30416,1.37962
NGS,Natitingou,October,2009,32.6,22.1,95,65,150,ME,3,202,10.30416,1.37962
NGS,Ndali,July,2005,30.2,22.2,95,64,165.9,ME,1,2857,9.8592172,2.6998899
NGS,Ndali,August,2005,29.7,21.6,95,68,242,ME,1,3050,9.8592172,2.6998899
NGS,Ndali,September,2005,31.6,22.1,95,63,179.7,ME,1,676,9.8592172,2.6998899
NGS,Ndali,August,2006,29.8,21.6,95,67,136.5,ME,1,1169,9.8592172,2.6998899
NGS,Ndali,September,2006,30.9,21.6,95,66,210.2,ME,1,1025,9.8592172,2.6998899
NGS,Ndali,September,2007,31.5,21.4,95,64,280.7,ME,1,1366,9.8592172,2.6998899
NGS,Ndali,September,2009,30.3,21.7,95,64,252.1,ME,1,780,9.8592172,2.6998899
NGS,Ndali,October,2009,30.7,22.4,95,65,215.3,ME,1,301,9.8592172,2.6998899
NGS,Ndali,August,2006,29.8,21.6,95,67,136.5,ME,2,1852,9.8592172,2.6998899
NGS,Ndali,September,2006,30.9,21.6,95,66,210.2,ME,2,965,9.8592172,2.6998899
NGS,Ndali,September,2007,31.5,21.4,95,64,280.7,ME,2,793,9.8592172,2.6998899
NGS,Ndali,September,2009,30.3,21.7,95,64,252.1,ME,2,646,9.8592172,2.6998899
NGS,Ndali,October,2009,30.7,22.4,95,65,215.3,ME,2,263,9.8592172,2.6998899
NGS,Ndali,September,2007,31.5,21.4,95,64,280.7,ME,3,949,9.8592172,2.6998899
NGS,Ndali,September,2009,30.3,21.7,95,64,252.1,ME,3,701,9.8592172,2.6998899
NGS,Ndali,October,2009,30.7,22.4,95,65,215.3,ME,3,369,9.8592172,2.6998899
NGS,Papatia,July,2007,30,21.8,95,68,198.1,ME,1,12755,6.4000211,2.0491574
NGS,Papatia,September,2007,31,21.2,95,66,259.8,ME,1,1403,6.4000211,2.0491574
NGS,Papatia,October,2009,32.6,22.1,95,65,150,ME,1,169,6.4000211,2.0491574
NGS,Papatia,July,2007,30,21.8,95,68,198.1,ME,2,14035,6.4000211,2.0491574
NGS,Papatia,September,2007,31,21.2,95,66,259.8,ME,2,1250,6.4000211,2.0491574
NGS,Papatia,October,2009,32.6,22.1,95,65,150,ME,2,95,6.4000211,2.0491574
NGS,Papatia,October,2009,32.6,22.1,95,65,150,ME,3,133,6.4000211,2.0491574
NGS,Parakou,September,2007,31.5,21.4,95,64,280.7,ME,1,347,9.33716,2.63031
NGS,Parakou,September,2009,30.3,21.7,95,64,252.1,ME,1,137,9.33716,2.63031
NGS,Parakou,October,2009,30.7,22.4,95,65,215.3,ME,1,66,9.33716,2.63031
NGS,Parakou,September,2007,31.5,21.4,95,64,280.7,ME,2,287,9.33716,2.63031
NGS,Parakou,September,2009,30.3,21.7,95,64,252.1,ME,2,126,9.33716,2.63031
NGS,Parakou,October,2009,30.7,22.4,95,65,215.3,ME,2,63,9.33716,2.63031
NGS,Parakou,September,2009,30.3,21.7,95,64,252.1,ME,3,29,9.33716,2.63031
NGS,Parakou,October,2009,30.7,22.4,95,65,215.3,ME,3,8,9.33716,2.63031
SGS,Akofodjoule,December,2005,36.5,23.2,95,47,0,ME,1,498,7.75,2.38289865
SGS,Akofodjoule,June,2006,33.2,22.9,95,60,149.8,ME,1,3900,7.75,2.38289865
SGS,Akofodjoule,May,2007,32.6,23.4,95,64,141.8,ME,1,14910,7.75,2.38289865
SGS,Akofodjoule,June,2007,31.4,22.5,95,64,211.9,ME,1,9931,7.75,2.38289865
SGS,Akofodjoule,July,2007,30.3,22.4,95,67,212,ME,1,4611,7.75,2.38289865
SGS,Akofodjoule,October,2007,32.4,22.5,95,60,70.9,ME,1,65,7.75,2.38289865
SGS,Akofodjoule,November,2007,34.6,23.3,95,49,0,ME,1,45,7.75,2.38289865
SGS,Akofodjoule,May,2007,32.6,23.4,95,64,141.8,ME,2,16542,7.75,2.38289865
SGS,Akofodjoule,June,2007,31.4,22.5,95,64,211.9,ME,2,6830,7.75,2.38289865
SGS,Akofodjoule,July,2007,30.3,22.4,95,67,212,ME,2,1217,7.75,2.38289865
SGS,Akofodjoule,October,2007,32.4,22.5,95,60,70.9,ME,2,48,7.75,2.38289865
SGS,Akofodjoule,November,2007,34.6,23.3,95,49,0,ME,2,35,7.75,2.38289865
SGS,Alafiarou1,September,2009,30.3,21.7,95,64,124.3,ME,1,312,9.8923435,3.4187595
SGS,Alafiarou1,October,2009,30.7,22.4,95,65,92.3,ME,1,233,9.8923435,3.4187595
SGS,Alafiarou1,September,2009,30.3,21.7,95,64,124.3,ME,2,394,9.8923435,3.4187595
SGS,Alafiarou1,October,2009,30.7,22.4,95,65,92.3,ME,2,134,9.8923435,3.4187595
SGS,Alafiarou1,September,2009,30.3,21.7,95,64,124.3,ME,3,327,9.8923435,3.4187595
SGS,Alafiarou1,October,2009,30.7,22.4,95,65,92.3,ME,3,134,9.8923435,3.4187595
SGS,Alafiarou2,September,2009,30.3,21.7,95,64,124.3,ME,1,507,9.8923435,3.4187595
SGS,Alafiarou2,October,2009,30.7,22.4,95,65,92.3,ME,1,67,9.8923435,3.4187595
SGS,Alafiarou2,September,2009,30.3,21.7,95,64,124.3,ME,2,340,9.8923435,3.4187595
SGS,Alafiarou2,October,2009,30.7,22.4,95,65,92.3,ME,2,116,9.8923435,3.4187595
SGS,Alafiarou2,September,2009,30.3,21.7,95,64,124.3,ME,3,389,9.8923435,3.4187595
SGS,Alafiarou2,October,2009,30.7,22.4,95,65,92.3,ME,3,91,9.8923435,3.4187595
SGS,Bassila,July,2005,30.2,22.2,95,64,0,ME,1,7104,9.00814,1.6654
